time_stamp,percentage_left,battery_capacity_left
0.01767420768737793,100.0,100.0
0.5286130905151367,100.0,100.0
1.0379483699798584,100.0,100.0
1.543177604675293,100.0,100.0
2.043546438217163,99.99998965430868,99.99998965430868
2.5435571670532227,99.99317870367531,99.99317870367531
3.045532703399658,99.97270728514103,99.97270728514103
3.546159505844116,99.93831076392303,99.93831076392303
4.046242713928223,99.88977034361784,99.88977034361784
4.546343564987183,99.82764971803795,99.82764971803795
5.053363084793091,99.75079742700707,99.75079742700707
5.563772201538086,99.6590069949093,99.6590069949093
6.064183950424194,99.55484068671866,99.55484068671866
6.565093517303467,99.43644247072815,99.43644247072815
7.071656942367554,99.30240584556313,99.30240584556313
7.571672439575195,99.15599273330322,99.15599273330322
8.071941137313843,98.99551281935807,98.99551281935807
8.574681043624878,98.82035635726987,98.82035635726987
9.074726819992065,98.63209882710045,98.63209882710045
9.574830532073975,98.42981148528293,98.42981148528293
10.093220233917236,98.20593024442842,98.20593024442842
10.593250274658203,97.97591811850536,97.97591811850536
11.099369287490845,97.72862878697104,97.72862878697104
11.60035753250122,97.47024061512569,97.47024061512569
12.104678869247437,97.19645338986723,97.19645338986723
12.607500791549683,96.90887442123702,96.90887442123702
13.108540773391724,96.6082647020739,96.6082647020739
13.610891819000244,96.29303785244393,96.29303785244393
14.114932298660278,95.96222867434132,95.96222867434132
14.616528987884521,95.61863607452311,95.61863607452311
15.116986989974976,95.26197592411766,95.26197592411766
15.644090414047241,94.87176826420466,94.87176826420466
16.14661693572998,94.48559350217808,94.48559350217808
16.647141456604004,94.08654310758374,94.08654310758374
17.147192001342773,93.67519632951934,93.67519632951934
17.648010730743408,93.25784818308074,93.25784818308074
18.15538716316223,92.83503528412699,92.83503528412699
18.657558917999268,92.41656001385569,92.41656001385569
19.157641410827637,91.99982519921183,91.99982519921183
19.657700777053833,91.5831094580543,91.5831094580543
20.158348321914673,91.16590376671671,91.16590376671671
20.658583641052246,90.74904199417948,90.74904199417948
21.159117221832275,90.33193147159139,90.33193147159139
21.663492679595947,89.91161938485025,89.91161938485025
22.168581247329712,89.49071323848287,89.49071323848287
22.672019481658936,89.0711823699526,89.0711823699526
23.1727032661438,88.65394647892832,88.65394647892832
23.683310747146606,88.2284410394879,88.2284410394879
24.18344759941101,87.81166152136046,87.81166152136046
24.683538913726807,87.39491935547709,87.39491935547709
25.2042396068573,86.96100270724813,86.96100270724813
25.708978176116943,86.54038802759369,86.54038802759369
26.20909595489502,86.1236240066739,86.1236240066739
26.712541341781616,85.70408678031484,85.70408678031484
27.224990367889404,85.27704691863576,85.27704691863576
27.7254900932312,84.859964807595,84.859964807595
28.22558832168579,84.4432172772936,84.4432172772936
28.73164987564087,84.02150011039296,84.02150011039296
29.234026193618774,83.6028543708376,83.6028543708376
29.73511552810669,83.18528091884176,83.18528091884176
30.23554754257202,82.76825463748494,82.76825463748494
30.74500322341919,82.34370883282541,82.34370883282541
31.27428388595581,81.90264260745565,81.90264260745565
31.78678870201111,81.47555685020009,81.47555685020009
32.28710675239563,81.05862653232137,81.05862653232137
32.78861331939697,80.64070498920003,80.64070498920003
33.28868293762207,80.22398090339223,80.22398090339223
33.790701389312744,79.8056325910143,79.8056325910143
34.29120063781738,79.3885506786557,79.3885506786557
34.79190421104431,78.97129909174164,78.97129909174164
35.29390335083008,78.55296707129995,78.55296707129995
35.79458451271057,78.13573336577932,78.13573336577932
36.29564952850342,77.71817998068055,77.71817998068055
36.80318522453308,77.29523396468679,77.29523396468679
37.311838150024414,76.87135771887024,76.87135771887024
37.81713032722473,76.45028209662954,76.45028209662954
38.31923317909241,76.03186484154581,76.03186484154581
38.85331106185913,75.5868007339688,75.5868007339688
39.35566186904907,75.16817724681415,75.16817724681415
39.85613298416138,74.75111917631347,74.75111917631347
40.35638737678528,74.33424150920429,74.33424150920429
40.856507301330566,73.91747530278084,73.91747530278084
41.357836961746216,73.4997013804964,73.4997013804964
41.85798215866089,73.08291530585804,73.08291530585804
42.361449003219604,72.66336099283416,72.66336099283416
42.86369466781616,72.24482432977874,72.24482432977874
43.36442708969116,71.82754870232462,71.82754870232462
43.86480975151062,71.410563945537,71.410563945537
44.365625858306885,70.9932177859199,70.9932177859199
44.86592769622803,70.57630077974517,70.57630077974517
45.36704468727112,70.15870388325571,70.15870388325571
45.870885372161865,69.7388376392575,69.7388376392575
46.38472080230713,69.31064244088053,69.31064244088053
46.88492727279663,68.89380470888335,68.89380470888335
47.38997173309326,68.47293571607787,68.47293571607787
47.89051818847656,68.05581486201801,68.05581486201801
48.39227509498596,67.63768549736855,67.63768549736855
48.89236521720886,67.2209455169888,67.2209455169888
49.39352059364319,66.80331663267332,66.80331663267332
49.91356587409973,66.36994636035479,66.36994636035479
50.41791582107544,65.94965573128577,65.94965573128577
50.91799211502075,65.53292687710639,65.53292687710639
51.41808724403381,65.11618153230862,65.11618153230862
51.918116331100464,64.69949161983048,64.69949161983048
52.42769527435303,64.27484329518194,64.27484329518194
52.9289345741272,63.85714546816066,63.85714546816066
53.42910408973694,63.44033853189662,63.44033853189662
53.92981219291687,63.02308237529313,63.02308237529313
54.454824924468994,62.585572163030655,62.585572163030655
54.95492362976074,62.16882463272923,62.16882463272924
55.462554693222046,61.74579954124009,61.74579954124008
55.96281313896179,61.32891849653437,61.32891849653437
56.46431040763855,60.91100470201686,60.911004702016854
56.974303245544434,60.48601166383937,60.48601166383936
57.47453308105469,60.06915426230942,60.06915426230942
57.97466230392456,59.652380505964295,59.6523805059643
58.47686004638672,59.23388338065658,59.233883380656586
