time_stamp,percentage_left,battery_capacity_left
0.0035474300384521484,100.0,100.0
0.5040714740753174,99.99696580760093,99.99696580760093
1.0041470527648926,99.99090122795863,99.99090122795863
1.5053060054779053,99.98481302701066,99.98481302701066
2.005556583404541,99.97894616028499,99.97894616028499
2.505687713623047,99.97004154361468,99.97004154361468
3.0059382915496826,99.95444319959431,99.95444319959431
3.505963087081909,99.93232234520327,99.93232234520327
4.0084004402160645,99.903644319005,99.903644319005
4.511285305023193,99.86807348071532,99.86807348071532
5.021917343139648,99.82508249136642,99.82508249136642
5.522998809814453,99.7766338746521,99.7766338746521
6.023508548736572,99.7219584648465,99.7219584648465
6.5235512256622314,99.66084962724499,99.66084962724499
7.02708101272583,99.59322585823745,99.59322585823745
7.527205467224121,99.52025621232036,99.52025621232036
8.028003215789795,99.44121891643587,99.44121891643587
8.529622793197632,99.35608361978092,99.35608361978092
9.030970573425293,99.265205153767,99.265205153767
9.531802892684937,99.16856184647455,99.16856184647455
10.036284685134888,99.06549721502446,99.06549721502446
10.536745071411133,98.95785971995865,98.95785971995865
11.038055658340454,98.8444938136594,98.8444938136594
11.543539047241211,98.72481968297558,98.72481968297558
12.04360055923462,98.60110339597374,98.60110339597374
12.54421615600586,98.47158143315151,98.47158143315151
13.045105934143066,98.33654739914954,98.33654739914954
13.550580501556396,98.19454328562736,98.19454328562736
14.051753997802734,98.04687596000129,98.04687596000129
14.55412769317627,97.8920400001807,97.8920400001807
15.066431999206543,97.72818776712631,97.72818776712631
15.567307949066162,97.5621694984275,97.5621694984275
16.067328453063965,97.38988052198002,97.38988052198002
16.5698401927948,97.2099937729915,97.2099937729915
17.082302570343018,97.01979254806035,97.01979254806035
17.602641820907593,96.81959473083143,96.81959473083143
18.102741241455078,96.62016491700471,96.62016491700471
18.60615038871765,96.41248695546685,96.41248695546685
19.10965633392334,96.19764110488575,96.19764110488575
19.610442876815796,95.97683323607463,95.97683323607463
20.110623359680176,95.74935876428455,95.74935876428455
20.610690116882324,95.51489303075451,95.51489303075451
21.110706090927124,95.2737226715728,95.2737226715728
21.61154866218567,95.02536606509484,95.02536606509484
22.1137273311615,94.76936406330277,94.76936406330277
22.618356466293335,94.50492003718081,94.50492003718081
23.11969518661499,94.23514950870477,94.23514950870477
23.62782096862793,93.95469635760304,93.95469635760304
24.136413097381592,93.6666852286627,93.6666852286627
24.638681888580322,93.37517279145437,93.37517279145437
25.144065380096436,93.07501800379588,93.07501800379588
25.644518613815308,92.77068627773419,92.77068627773419
26.153127193450928,92.45413170864362,92.45413170864362
26.65333652496338,92.13584498688012,92.13584498688012
27.153491735458374,91.81066858129886,91.81066858129886
27.661906480789185,91.47303851466158,91.47303851466158
28.165228366851807,91.13166596057602,91.13166596057602
28.665310859680176,90.78568780154757,90.78568780154757
29.17769479751587,90.42410866075332,90.42410866075332
29.678553581237793,90.06356929741361,90.06356929741361
30.180756330490112,89.69522185321276,89.69522185321276
30.6812424659729,89.32101533657767,89.32101533657767
31.182669639587402,88.93886199445204,88.93886199445204
31.68571662902832,88.54869719426945,88.54869719426945
32.186180114746094,88.1546459573144,88.1546459573144
32.68854570388794,87.75653419885955,87.75653419885955
33.18865132331848,87.3601242922946,87.3601242922946
33.69109511375427,86.96184280468434,86.96184280468434
34.19417119026184,86.56312198698964,86.56312198698964
34.69787073135376,86.16389479274237,86.16389479274237
35.1990966796875,85.76658107415184,85.76658107415184
35.70250940322876,85.36747470602492,85.36747470602492
36.22050404548645,84.95683345074109,84.95683345074109
36.728394746780396,84.55413518452085,84.55413518452085
37.23037052154541,84.15610650087092,84.15610650087092
37.73816967010498,83.75351869574239,83.75351869574239
38.25244879722595,83.34590204115563,83.34590204115563
38.77589201927185,82.93098004253048,82.93098004253048
39.29453659057617,82.51984533960731,82.51984533960731
39.80115556716919,82.11825756764873,82.11825756764873
40.30810475349426,81.71633398117602,81.71633398117602
40.8186719417572,81.31170052788244,81.31170052788244
41.33017063140869,80.90634346219643,80.90634346219643
41.83100724220276,80.50930615750121,80.50930615750121
42.33271598815918,80.11155086397257,80.11155086397257
42.84451866149902,79.70578734544299,79.70578734544299
43.345868825912476,79.30839524082889,79.30839524082889
43.8465735912323,78.91165091932466,78.91165091932466
44.347822189331055,78.51438295329226,78.51438295329226
44.85386371612549,78.11316286074067,78.11316286074067
45.39090156555176,77.68738281617922,77.68738281617922
45.896095275878906,77.28685206093016,77.28685206093016
46.40802264213562,76.88095982418929,76.88095982418929
46.9183874130249,76.47630710548903,76.47630710548903
47.418906927108765,76.07949826962374,76.07949826962374
47.928305864334106,75.67559545323812,75.67559545323812
48.43258094787598,75.27573937629754,75.27573937629754
48.934327363967896,74.87792447329102,74.87792447329102
49.43599891662598,74.48018294472955,74.48018294472955
49.93625783920288,74.08357178528851,74.08357178528851
50.4393835067749,73.68466729707868,73.68466729707868
50.939454317092896,73.28820432064929,73.28820432064929
51.44328570365906,72.88876689011997,72.88876689011997
51.94410014152527,72.49179372815395,72.49179372815395
52.44438672065735,72.09521689337045,72.09521689337045
52.953874588012695,71.6913413348712,71.6913413348712
53.45392179489136,71.29495172689926,71.29495172689926
53.955753326416016,70.8971126163738,70.8971126163738
54.456400632858276,70.50025209440886,70.50025209440886
54.95648908615112,70.10378063379578,70.10378063379578
55.46104693412781,69.70382510537654,69.70382510537654
55.968501567840576,69.30166357882347,69.30166357882347
56.469311475753784,68.90466414730813,68.90466414730813
56.969947814941406,68.50776552572519,68.50776552572519
57.4739990234375,68.10818092827405,68.10818092827405
57.97412991523743,67.71179706202177,67.71179706202177
